Doctor's Name,Speciality,Keywords,Experience (Years),Rating,Location,Treated_Diseases,Phone,Email
Dr. Sunita Verma,Cardiologist,"Chest Pain, Palpitations, Shortness of Breath, Dizziness",19,4.8,Mumbai,"Coronary Artery Disease, Arrhythmia, Heart Valve Disease",+91 98366 54373,sunita.verma@heartcenter.com
Dr. Amit Khanna,Dermatologist,"Acne, Eczema, Psoriasis, Rosacea, Skin Cancer",7,4.3,Delhi,"Acne Treatment, Eczema Management, Psoriasis Therapy, Skin Cancer Screening",+91 99255 43274,amit.khanna@skincarecenter.com
Dr. Priya Singh,Neurologist,"Headache, Migraine, Epilepsy, Multiple Sclerosis",26,4.9,Bangalore,"Headache Management, Migraine Prevention, Epilepsy Management",+91 97244 32175,priya.singh@neuroncenter.com
Dr. Rahul Rao,Gastroenterologist,"IBS, GERD, Ulcerative Colitis, Crohn's Disease",13,4.6,Chennai,"IBS Treatment, GERD Management, Inflammatory Bowel Disease Management",+91 96133 21076,rahul.rao@gastrohealthcenter.com
Dr. Divya Patel,Endocrinologist,"Diabetes, Thyroid Disorders, PCOS, Infertility",20,4.9,Hyderabad,"Diabetes Management, Thyroid Hormone Balancing, PCOS Treatment",+91 95022 10977,divya.patel@endocrinecliniccenter.com
Dr. Arjun Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Back Pain",11,4.3,Ahmedabad,"Knee Replacement, Hip Replacement, Shoulder Arthroscopy, Back Pain Management",+91 94911 09878,arjun.singh@orthopediccenter.com
Dr. Smita Mehta,Gynecologist,"Pregnancy, Infertility, Menopause, Fibroids",32,5.0,Kolkata,"Prenatal Care, Infertility Solutions, Menopause Management, Fibroid Treatment",+91 93800 98779,smita.mehta@womenshealthinstitute.com
Dr. Karan Sharma,Pediatrician,"Fever, Cough, Cold, Vaccination, Nutrition",7,4.1,Pune,"Common Childhood Illnesses, Vaccination Schedules, Nutritional Guidance",+91 92799 87680,karan.sharma@pediatricinstitute.com
Dr. Anita Iyer,Ophthalmologist,"Cataracts, Glaucoma, Macular Degeneration, LASIK",16,4.7,Jaipur,"Cataract Surgery, Glaucoma Management, Retinal Disease Treatment, LASIK Surgery",+91 91688 76581,anita.iyer@eyesightinstitute.com
Dr. Manish Kapoor,Urologist,"Kidney Stones, Prostate Enlargement, Urinary Incontinence",12,4.2,Lucknow,"Kidney Stone Removal, BPH Treatment, Urinary Incontinence Therapy",+91 90577 65482,manish.kapoor@urologyinstitute.com
Dr. Ritu Joshi,Cardiologist,"High Blood Pressure, Cholesterol, Angina, Palpitations",14,4.5,Mumbai,"Hypertension Management, Cholesterol Reduction, Angina Treatment",+91 98456 54383,ritu.joshi@heartcarecenter.com
Dr. Gaurav Sharma,Dermatologist,"Acne, Eczema, Psoriasis, Skin Infections, Warts",9,4.0,Delhi,"Acne Treatment, Eczema Management, Psoriasis Therapy, Wart Removal",+91 99345 43284,gaurav.sharma@skininstitute.com
Dr. Deepika Verma,Neurologist,"Headaches, Migraines, Epilepsy, Parkinson's Disease, Stroke",21,4.8,Bangalore,"Headache Management, Migraine Prevention, Epilepsy Management, Parkinson's Treatment",+91 97334 32185,deepika.verma@neurosciencecenter.com
Dr. Sachin Rao,Gastroenterologist,"Abdominal Pain, Diarrhea, Constipation, Bloating, Indigestion",15,4.4,Chennai,"IBS Management, Digestive Disorder Treatment, Colonoscopy, Endoscopy",+91 96223 21086,sachin.rao@gastroenterologyclinic.com
Dr. Priya Agarwal,Endocrinologist,"Diabetes, Thyroid Disorders, PCOS, Osteoporosis, Hormone Imbalances",18,4.7,Hyderabad,"Diabetes Management, Thyroid Hormone Balancing, PCOS Treatment, Osteoporosis Management",+91 95112 10987,priya.agarwal@endocrinecareclinic.com
Dr. Vikram Singh,Orthopedic Surgeon,"Knee Pain, Hip Pain, Shoulder Pain, Back Pain, Fractures",12,4.1,Ahmedabad,"Knee Replacement, Hip Replacement, Shoulder Arthroscopy, Back Pain Management, Fracture Repair",+91 94001 09888,vikram.singh@orthopedicspecialists.com
Dr. Shweta Mehta,Gynecologist,"Pregnancy, Infertility, Menopause, PCOS, Fibroids",33,4.9,Kolkata,"Prenatal Care, Infertility Solutions, Menopause Management, PCOS Treatment, Fibroid Treatment",+91 93990 98789,shweta.mehta@womenshealthspecialists.com
Dr. Rohan Sharma,Pediatrician,"Fever, Cough, Cold, Vaccination, Growth and Development",8,3.9,Pune,"Common Childhood Illnesses, Vaccination Schedules, Growth Monitoring, Development Assessment",+91 92889 87690,rohan.sharma@pediatricspecialists.com
Dr. Anjali Iyer,Ophthalmologist,"Cataracts, Glaucoma, Macular Degeneration, Diabetic Retinopathy, Dry Eyes",17,4.8,Jaipur,"Cataract Surgery, Glaucoma Management, Retinal Disease Treatment, Dry Eye Treatment",+91 91778 76591,anjali.iyer@ophthalmologyspecialists.com
Dr. Vivek Kapoor,Urologist,"Kidney Stones, Prostate Enlargement, Urinary Incontinence, Erectile Dysfunction, UTI",13,4.3,Lucknow,"Kidney Stone Removal, BPH Treatment, Urinary Incontinence Therapy, ED Treatment, UTI Management",+91 90667 65492,vivek.kapoor@urologyspecialists.com
